year,category,source_row,Taş Kömürü,Linyit,Asfaltit,Kömür Toplamı,Kömürden Türetilmiş Yakıtlar,Ham Petrol,Petrol Koku,Fuel Oil,Motorin,Benzin,LPG,Rafineri Gazı,Havacılık Yakıtı,Gaz Yağı,Nafta,Ara Ürünler,Madeni ve Baz Yağlar,Beyaz İspirto,Bitümen,Diğer,Deniz Motorini,Denizcilik Yakıtı,Petrol Ürünleri Toplamı,Doğal Gaz,Biyoenerji ve Atıklar,Hidrolik,Rüzgar,Güneş,Jeotermal Elektrik,Jeotermal ve Diğer Isı,Elektrik,Toplam,Kömürden Türetilmiş Gazlar,Petrol,Doğalgaz,Hava Gazı
1972,Yerli Üretim (+),2,2831,2203.0,72,5106,,,,,,,,,,,,,,,,,,,3557,,6239,276,,,,38.0,,15216.0,,,,
1972,İthalat (+),3,,,,,,,,,,,,,,,,,,,,,,,8649,,,,,,,,,8649.0,,,,
1972,İhracat (-),4,,,,,,,,,,,,,,,,,,,,,,,923,,,,,,,,,923.0,,,,
1972,İhrakiye (-),5,,,,,,,,,,,,,,,,,,,,,,,110,,,,,,,,,110.0,,,,
1972,Stok Değişimi (+/-),6,-2,4.0,,2,25,,,,,,,,,,,,,,,,,,-110,,,,,,,,,-83.0,,,,
1972,ENERJİ ÜRÜNLERİ ARZI,8,2829,2207.0,72,5108,25,,,,,,,,,,,,,,,,,,10726,,6239,276,,,,38.0,,22412.0,,,,
1972,İstatistiksel Fark (+/-),9,,,,,,,,,,,,,,,,,,,,,,,-337,,,,,,,,,-337.0,,,,
1972,ÇEVRİM VE ENERJİ SEKTÖRÜ,11,-1930,-361.0,,-2291,1063,,,,,,,,,,,,,,,,,,-2143,,,-276,,,,,811.0,-2836.0,,,,
1972,Elektrik ve Isı Üretimi,12,-636,-349.0,,-985,,,,,,,,,,,,,,,,,,,-1255,,,-276,,,,,967.0,-1549.0,,,,
1972,İkincil Kömür Üreten/Tüketen Tesisler,13,-1294,-12.0,,-1306,1063,,,,,,,,,,,,,,,,,,-5,,,,,,,,,-248.0,,,,
1972,Petrol Rafinerileri,14,,,,,,,,,,,,,,,,,,,,,,,-560,,,,,,,,,-560.0,,,,
1972,İç Tüketim ve Kayıp,15,,,,,-1,,,,,,,,,,,,,,,,,,-323,,,,,,,,-9.0,-333.0,,,,
1972,TOPLAM NİHAİ ENERJİ TÜKETİMİ,17,899,1845.0,72,2816,1087,,,,,,,,,,,,,,,,,,8583,,6239,,,,,38.0,811.0,19574.0,,,,
1972,İstatistiksel Fark (+/-),18,,,,,,,,,,,,,,,,,,,,,,,-337,,,,,,,,,-337.0,,,,
1972,SEKTÖRLER TOPLAMI,19,899,1845.0,72,2816,1087,,,,,,,,,,,,,,,,,,8583,,6239,,,,,38.0,811.0,19574.0,,,,
1972,SANAYİ TÜKETİMİ,21,223,757.0,,980,837,,,,,,,,,,,,,,,,,,2459,,,,,,,,524.0,4800.0,,,,
1972,Gıda,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Şeker,23,15,120.0,,135,,,,,,,,,,,,,,,,,,,70,,,,,,,,15.0,220.0,,,,
1972,Tekstil,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Kağıt,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Kimya-Petrokimya,26,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,150.0,,,,
1972,Gübre,27,,250.0,,250,,,,,,,,,,,,,,,,,,,27,,,,,,,,,277.0,,,,
1972,Cam ve Cam Ürünleri,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Seramik,29,191,,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.0,,,,
1972,Çimento,30,16,127.0,,143,,,,,,,,,,,,,,,,,,,1076,,,,,,,,89.0,1308.0,,,,
1972,Demir-Çelik,31,,2.0,,2,785,,,,,,,,,,,,,,,,,,134,,,,,,,,82.0,1003.0,,,,
1972,Demir Dışı Metaller,32,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,20.0,94.0,,,,
1972,Motorlu Kara Taşıtları Sanayi,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Diğer Sanayi,34,,259.0,,259,51,,,,,,,,,,,,,,,,,,798,,,,,,,,243.0,1351.0,,,,
1972,ULAŞTIRMA,36,490,40.0,,530,12,,,,,,,,,,,,,,,,,,3333,,,,,,,,9.0,3884.0,,,,
1972,Demiryolları,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Denizyolları,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Havayolları,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Boru Hatları,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Karayolları,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,DİĞER SEKTÖRLER,43,187,1048.0,72,1307,238,,,,,,,,,,,,,,,,,,2405,,6239,,,,,38.0,278.0,10505.0,,,,
1972,Konut ve Hizmetler,44,187,1048.0,72,1307,238,,,,,,,,,,,,,,,,,,1692,,6239,,,,,38.0,273.0,9787.0,,,,
1972,Tarım ve Hayvancılık,45,,,,,,,,,,,,,,,,,,,,,,,713,,,,,,,,4.0,717.0,,,,
1972,ENERJİ DIŞI TÜKETİM,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,Petro Kimya Feedstock,48,,,,,,,,,,,,,,,,,,,,,,,129,,,,,,,,,129.0,,,,
1973,Yerli Üretim (+),2,2831.62,2326.2,124.27,5282.09,,,,,,,,,,,,,,,,,,,3686.55,,6410,,,,,48.0,,15426.64,,,,
1973,İthalat (+),3,9.76,,,9.76,,,,,,,,,,,,,,,,,,,9959.25,,,,,,,,,9969.01,,,,
1973,İhracat (-),4,,,,,,,,,,,,,,,,,,,,,,,856.8,,,,,,,,,856.8,,,,
1973,İhrakiye (-),5,,,,,,,,,,,,,,,,,,,,,,,90.3,,,,,,,,,90.3,,,,
1973,Stok Değişimi (+/-),6,-38.43,-33.6,,-72.03,15.1,,,,,,,,,,,,,,,,,,329.7,,6410,,,,,,,6682.77,,,,
1973,ENERJİ ÜRÜNLERİ ARZI,8,2802.95,2292.6,124.7,5220.249999999999,15,,,,,,,,,,,,,,,,,,12511.8,,,,,,,48.0,,17795.05,,,,
1973,İstatistiksel Fark (+/-),9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,ÇEVRİM VE ENERJİ SEKTÖRÜ,11,-1989.82,-440.4,,-2430.22,1003,,,,,,,,,,,,,,,,,,-2942.1,,,,,,,,891.39,-3477.93,,,,
1973,Elektrik ve Isı Üretimi,12,-667.34,-435.9,,-1103.24,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.55,-34.690000000000055,,,,
1973,İkincil Kömür Üreten/Tüketen Tesisler,13,-1322.48,-4.5,,-1326.98,1004,,,,,,,,,,,,,,,,,,-11.549999999999999,,,,,,,,,-334.53000000000003,,,,
1973,Petrol Rafinerileri,14,,,,,,,,,,,,,,,,,,,,,,,-722.4,,,,,,,,,-722.4,,,,
1973,İç Tüketim ve Kayıp,15,,,,,-1,,,,,,,,,,,,,,,,,,-480.9,,,,,,,,,-481.9,,,,
1973,TOPLAM NİHAİ ENERJİ TÜKETİMİ,17,813.13,1852.2,124.27,2789.6,1074.1599999999999,,,,,,,,,,,,,,,,,,9652.65,,6410,,,,,48.0,,19974.41,,,,
1973,İstatistiksel Fark (+/-),18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,SEKTÖRLER TOPLAMI,19,813.13,1852.2,124.27,2789.6,1074.1599999999999,,,,,,,,,,,,,,,,,,9652.65,,6410,,,,,48.0,,19974.41,,,,
1973,SANAYİ TÜKETİMİ,21,257.42,759.3,,1016.72,865.9,,,,,,,,,,,,,,,,,,2707.95,,,,,,,,,4590.57,,,,
1973,Gıda,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Şeker,23,12.81,122.4,,135.21,,,,,,,,,,,,,,,,,,,70.35,,,,,,,,14.0,219.56,,,,
1973,Tekstil,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Kağıt,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Kimya-Petrokimya,26,,,,,,,,,,,,,,,,,,,,,,,156.45,,,,,,,,,156.45,,,,
1973,Gübre,27,,203.7,,203.7,,,,,,,,,,,,,,,,,,,29.4,,,,,,,,29.0,262.1,,,,
1973,Cam ve Cam Ürünleri,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Seramik,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,
1973,Çimento,30,25.62,119.4,,145.02,,,,,,,,,,,,,,,,,,,1114.05,,,,,,,,,1259.07,,,,
1973,Demir-Çelik,31,,,,,640.5,,,,,,,,,,,,,,,,,,139.65,,,,,,,,,780.15,,,,
1973,Demir Dışı Metaller,32,,,,,,,,,,,,,,,,,,,,,,,76.65,,,,,,,,20.0,96.65,,,,
1973,Motorlu Kara Taşıtları Sanayi,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Diğer Sanayi,34,219,313.0,,532,225.4,,,,,,,,,,,,,,,,,,984.9,,,,,,,,307.0,2049.3,,,,
1973,ULAŞTIRMA,36,,,,,,,,,,,,,,,,,,,,,,,3791.55,,,,,,,,10.0,3801.55,,,,
1973,Demiryolları,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Denizyolları,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Havayolları,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Boru Hatları,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Karayolları,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,DİĞER SEKTÖRLER,43,109.8,1044.9,124.27,1278.97,206,,,,,,,,,,,,,,,,,,2702.7,,6410,,,,,48.0,286.20799999999997,10931.878,,,,
1973,Konut ve Hizmetler,44,109.8,1044.9,124.27,1278.97,206,,,,,,,,,,,,,,,,,,1985.55,,6410,,,,,48.0,281.56399999999996,10210.084,,,,
1973,Tarım ve Hayvancılık,45,,,,,,,,,,,,,,,,,,,,,,,717.15,,,,,,,,4.643999999999999,721.794,,,,
1973,ENERJİ DIŞI TÜKETİM,47,,,,,,,,,,,,,,,,,,,,,,,450.45,,,,,,,,,450.45,,,,
1973,Petro Kimya Feedstock,48,,,,,,,,,,,,,,,,,,,,,,,136.5,,,,,,,,-14.0,122.5,,,,
1974,Yerli Üretim (+),2,3029,2506.0,169,5704,,,,,,,,,,,,,,,,,,,3474,,6670,289,,,,50.0,,16187.0,,,,
1974,İthalat (+),3,98,,,98,,,,,,,,,,,,,,,,,,,10922,,,,,,,,,11020.0,,,,
1974,İhracat (-),4,,,,,,,,,,,,,,,,,,,,,,,728,,,,,,,,,728.0,,,,
1974,İhrakiye (-),5,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,,91.0,,,,
1974,Stok Değişimi (+/-),6,-57,-50.0,,-107,93,,,,,,,,,,,,,,,,,,-538,,,,,,,,,-552.0,,,,
1974,ENERJİ ÜRÜNLERİ ARZI,8,3069,2456.0,169,5695,93,,,,,,,,,,,,,,,,,,12657,,6670,289,,,,50.0,,25453.0,,,,
1974,İstatistiksel Fark (+/-),9,,,,,,,,,,,,,,,,,,,,,,,-383,,,,,,,,,-383.0,,,,
1974,ÇEVRİM VE ENERJİ SEKTÖRÜ,11,-1922,-610.0,,-2532,1031,,,,,,,,,,,,,,,,,,-2860,,,-289,,,,,962.0,-3688.0,,,,
1974,Elektrik ve Isı Üretimi,12,-675,-606.0,,-1281,1,,,,,,,,,,,,,,,,,,-1721,,,-289,,,,,1159.0,-2131.0,,,,
1974,İkincil Kömür Üreten/Tüketen Tesisler,13,-1247,-4.0,,-1251,1031,,,,,,,,,,,,,,,,,,-23,,,,,,,,,-243.0,,,,
1974,Petrol Rafinerileri,14,,,,,,,,,,,,,,,,,,,,,,,-826,,,,,,,,-15.0,-841.0,,,,
1974,İç Tüketim ve Kayıp,15,,,,,-1,,,,,,,,,,,,,,,,,,-290,,,,,,,,-182.0,-473.0,,,,
1974,TOPLAM NİHAİ ENERJİ TÜKETİMİ,17,1147,1846.0,169,3162,1124,,,,,,,,,,,,,,,,,,9878,,6670,,,,,50.0,962.0,21846.0,,,,
1974,İstatistiksel Fark (+/-),18,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
1974,SEKTÖRLER TOPLAMI,19,1147,1846.0,169,3162,1124,,,,,,,,,,,,,,,,,,9878,,6670,,,,,50.0,962.0,21846.0,,,,
1974,SANAYİ TÜKETİMİ,21,431,793.0,,1223,894,,,,,,,,,,,,,,,,,,2708,,,,,,,,637.0,5463.0,,,,
1974,Gıda,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Şeker,23,10,121.0,,131,,,,,,,,,,,,,,,,,,,142,,,,,,,,15.0,288.0,,,,
1974,Tekstil,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Kağıt,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Kimya-Petrokimya,26,,,,,,,,,,,,,,,,,,,,,,,176,,,,,,,,59.0,235.0,,,,
1974,Gübre,27,,230.0,,230,,,,,,,,,,,,,,,,,,,28,,,,,,,,33.0,291.0,,,,
1974,Cam ve Cam Ürünleri,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Seramik,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Çimento,30,18,132.0,,150,,,,,,,,,,,,,,,,,,,1153,,,,,,,,108.0,1411.0,,,,
1974,Demir-Çelik,31,,1.0,,1,816,,,,,,,,,,,,,,,,,,159,,,,,,,,77.0,1053.0,,,,
1974,Demir Dışı Metaller,32,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,33.0,113.0,,,,
1974,Motorlu Kara Taşıtları Sanayi,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Diğer Sanayi,34,403,310.0,,713,78,,,,,,,,,,,,,,,,,,831,,,,,,,,311.0,1933.0,,,,
1974,ULAŞTIRMA,36,454,45.0,,499,2,,,,,,,,,,,,,,,,,,4133,,,,,,,,11.0,4645.0,,,,
1974,Demiryolları,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Denizyolları,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Havayolları,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Boru Hatları,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Karayolları,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,DİĞER SEKTÖRLER,43,262,1009.0,169,1440,228,,,,,,,,,,,,,,,,,,2717,,6670,,,,,50.0,315.0,11420.0,,,,
1974,Konut ve Hizmetler,44,262,1009.0,169,1440,228,,,,,,,,,,,,,,,,,,2717,,6670,,,,,50.0,310.0,11415.0,,,,
1974,Tarım ve Hayvancılık,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,
1974,ENERJİ DIŞI TÜKETİM,47,,,,,,,,,,,,,,,,,,,,,,,320,,,,,,,,,320.0,,,,
1974,Petro Kimya Feedstock,48,,,,,,,,,,,,,,,,,,,,,,,140,,,,,,,,,140.0,,,,
1975,Yerli Üretim (+),2,2935.93,2745.0,196.08,5877.01,,,,,,,,,,,,,,,,,,,3249.75,,6782.450000000001,507.74399999999997,,,,56.0,,16472.954,,,,
1975,İthalat (+),3,122.61,,,122.61,,,,,,,,,,,,,,,,,,,10988.25,,,,,,,,8.256,11119.116,,,,
1975,İhracat (-),4,,,,,,,,,,,,,,,,,,,,,,,475.65,,,,,,,,,475.65,,,,
1975,İhrakiye (-),5,,,,,,,,,,,,,,,,,,,,,,,97.65,,,,,,,,,97.65,,,,
1975,Stok Değişimi (+/-),6,-33.55,-53.1,,-86.65,-8.4,,,,,,,,,,,,,,,,,,561.75,,,,,,,,,466.7,,,,
1975,ENERJİ ÜRÜNLERİ ARZI,8,3024.99,2691.9,196.08,5912.969999999999,-8.4,,,,,,,,,,,,,,,,,,14082.6,,6782.450000000001,507.74399999999997,,,,56.0,8.256,27341.62,,,,
1975,İstatistiksel Fark (+/-),9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,ÇEVRİM VE ENERJİ SEKTÖRÜ,11,-1961.15,-742.8,,-2703.95,1093.14,,,,,,,,,,,,,,,,,,-2710.05,,,-507.74399999999997,,,,,1136.06,-3692.5439999999994,,,,
1975,Elektrik ve Isı Üretimi,12,-658.8000000000002,-738.9,,-1397.6999999999998,,,,,,,,,,,,,,,,,,,-1573.9499999999998,,,-507.74399999999997,,,,,1343.578,-2135.8160000000003,,,,
1975,İkincil Kömür Üreten/Tüketen Tesisler,13,-1302.35,-3.9,,-1306.25,1094.1399999999999,,,,,,,,,,,,,,,,,,-16.8,,,,,,,,,-228.91000000000014,,,,
1975,Petrol Rafinerileri,14,,,,,,,,,,,,,,,,,,,,,,,-802.2,,,,,,,,-15.995999999999999,-818.196,,,,
1975,İç Tüketim ve Kayıp,15,,,,,-1,,,,,,,,,,,,,,,,,,-317.1,,,,,,,,-191.522,-509.622,,,,
1975,TOPLAM NİHAİ ENERJİ TÜKETİMİ,17,1063.84,1949.1,196.08,3209.0199999999995,1084.74,,,,,,,,,,,,,,,,,,11468.1,,6782.450000000001,,,,,56.0,1144.316,23744.626,,,,
1975,İstatistiksel Fark (+/-),18,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
1975,SEKTÖRLER TOPLAMI,19,1063.84,1949.1,196.08,3209.0199999999995,1085.04,,,,,,,,,,,,,,,,,,11468.1,,6782.450000000001,,,,,56.0,1144.3159999999998,23744.926,,,,
1975,SANAYİ TÜKETİMİ,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Gıda,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Şeker,23,15.25,161.7,,176.95,,,,,,,,,,,,,,,,,,,106.05,,,,,,,,16.512,299.512,,,,
1975,Tekstil,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Kağıt,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Kimya-Petrokimya,26,,,,,,,,,,,,,,,,,,,,,,,268.8,,,,,,,,50.482,319.28200000000004,,,,
1975,Gübre,27,,236.1,,236.1,,,,,,,,,,,,,,,,,,,48.3,,,,,,,,37.324,321.724,,,,
1975,Cam ve Cam Ürünleri,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Seramik,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Çimento,30,31.72,145.5,,177.22,,,,,,,,,,,,,,,,,,,1194.9,,,,,,,,126.85,1498.97,,,,
1975,Demir-Çelik,31,,0.9,,0.9,818.3,,,,,,,,,,,,,,,,,,121.8,,,,,,,,87.978,1028.9779999999998,,,,
1975,Demir Dışı Metaller,32,,,,,,,,,,,,,,,,,,,,,,,163.8,,,,,,,,56.67399999999999,220.474,,,,
1975,Motorlu Kara Taşıtları Sanayi,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Diğer Sanayi,34,380.64,293.7,,674.3399999999999,145.2,,,,,,,,,,,,,,,,,,1227.45,,,,,,,,360.25399999999996,2407.244,,,,
1975,ULAŞTIRMA,36,394.67,29.1,,423.77000000000004,2.1,,,,,,,,,,,,,,,,,,4709.25,,,,,,,,13.158,5148.278,,,,
1975,Demiryolları,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Denizyolları,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Havayolları,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Boru Hatları,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Karayolları,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,DİĞER SEKTÖRLER,43,241.56,1082.1,196.08,1519.7399999999998,119.44,,,,,,,,,,,,,,,,,,2921.1,,6782.450000000001,,,,,56.0,395.08399999999995,11793.814,,,,
1975,Konut ve Hizmetler,44,241.56,1082.1,196.08,1519.7399999999998,119.44,,,,,,,,,,,,,,,,,,2232.3,,6782.450000000001,,,,,56.0,388.63399999999996,11098.564,,,,
1975,Tarım ve Hayvancılık,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.45,6.45,,,,
1975,ENERJİ DIŞI TÜKETİM,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Petro Kimya Feedstock,48,,,,,,,,,,,,,,,,,,,,,,,516.6,,,,,,,,,516.6,,,,
1976,Yerli Üretim (+),2,2825.52,3004.4,190.49,6020.41,,,,,,,,,,,,,,,,,,,2724.75,13.65,6950.66,720.25,,,,58.0,,16487.72,,,,
1976,İthalat (+),3,190.32,,,190.32,,,,,,,,,,,,,,,,,,,13768.65,,,,,,,,28.551999999999996,13987.521999999999,,,,
1976,İhracat (-),4,0.61,15.0,,15.61,,,,,,,,,,,,,,,,,,,265.65,,,,,,,,,281.26,,,,
1976,İhrakiye (-),5,,,,,,,,,,,,,,,,,,,,,,,80.85,,,,,,,,,80.85,,,,
1976,Stok Değişimi (+/-),6,37.82,-29.4,,8.420000000000002,-21.4,,,,,,,,,,,,,,,,,,-310.8,,,,,,,,,-323.78000000000003,,,,
1976,ENERJİ ÜRÜNLERİ ARZI,8,3053.05,2960.0,190.49,6203.54,-21.4,,,,,,,,,,,,,,,,,,15741.6,13.65,6950.66,720.25,,,,58.0,28.551999999999996,29694.852000000003,,,,
1976,İstatistiksel Fark (+/-),9,,,,,,,,,,,,,,,,,,,,,,,-173.25,,,,,,,,,-173.25,,,,
1976,ÇEVRİM VE ENERJİ SEKTÖRÜ,11,-2263.71,-681.8,,-2945.51,1365.32,,,,,,,,,,,,,,,,,,-2788.8,,,-720.25,,,,,1337.042,-3752.198000000001,,,,
1976,Elektrik ve Isı Üretimi,12,-641.1099999999999,-678.8,,-1319.91,,,,,,,,,,,,,,,,,,,-1564.5,,,-720.25,,,,,1572.338,-2032.322,,,,
1976,İkincil Kömür Üreten/Tüketen Tesisler,13,-1622.6000000000001,-3.0,,-1625.6000000000001,1365.82,,,,,,,,,,,,,,,,,,-18.900000000000002,,,,,,,,,-278.6800000000002,,,,
1976,Petrol Rafinerileri,14,,,,,,,,,,,,,,,,,,,,,,,-824.25,,,,,,,,-17.2,-841.45,,,,
1976,İç Tüketim ve Kayıp,15,,,,,-0.5,,,,,,,,,,,,,,,,,,-381.15,,,,,,,,-218.09599999999998,-599.746,,,,
1976,TOPLAM NİHAİ ENERJİ TÜKETİMİ,17,789.34,2278.2,190.49,3258.0299999999997,1343.9199999999998,,,,,,,,,,,,,,,,,,12952.8,13.65,6950.66,,,,,58.0,1365.5939999999998,25942.654000000002,,,,
1976,İstatistiksel Fark (+/-),18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,SEKTÖRLER TOPLAMI,19,789.34,2278.2,190.49,3258.0299999999997,1343.9199999999998,,,,,,,,,,,,,,,,,,12952.8,13.65,6950.66,,,,,58.0,1365.5939999999998,25942.654000000002,,,,
1976,SANAYİ TÜKETİMİ,21,294.02,913.2,,1207.22,1191.4,,,,,,,,,,,,,,,,,,3482.85,13.65,,,,,,,886.23,6781.3499999999985,,,,
1976,Gıda,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Şeker,23,23.79,202.8,,226.59,,,,,,,,,,,,,,,,,,,148.05,,,,,,,,18.834,393.474,,,,
1976,Tekstil,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Kağıt,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Kimya-Petrokimya,26,,,,,,,,,,,,,,,,,,,,,,,361.2,,,,,,,,80.15199999999999,441.352,,,,
1976,Gübre,27,,246.6,,246.6,,,,,,,,,,,,,,,,,,,51.45,,,,,,,,39.474,337.524,,,,
1976,Cam ve Cam Ürünleri,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Seramik,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Çimento,30,24.4,160.5,,184.9,,,,,,,,,,,,,,,,,,,1235.85,13.65,,,,,,,152.908,1587.308,,,,
1976,Demir-Çelik,31,,0.6,,0.6,997.5,,,,,,,,,,,,,,,,,,134.4,,,,,,,,105.69399999999999,1238.194,,,,
1976,Demir Dışı Metaller,32,,,,,,,,,,,,,,,,,,,,,,,195.3,,,,,,,,90.3,285.6,,,,
1976,Motorlu Kara Taşıtları Sanayi,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Diğer Sanayi,34,245.83,302.7,,548.53,193.9,,,,,,,,,,,,,,,,,,1161.3,,,,,,,,398.868,2302.598,,,,
1976,ULAŞTIRMA,36,358.07,42.6,,400.67,2.1,,,,,,,,,,,,,,,,,,5323.5,,,,,,,,14.963999999999999,5741.234,,,,
1976,Demiryolları,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Denizyolları,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Havayolları,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Boru Hatları,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Karayolları,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,DİĞER SEKTÖRLER,43,137.25,1322.4,190.49,1650.14,150.42,,,,,,,,,,,,,,,,,,3555.3,,6950.66,,,,,58.0,464.4,12828.92,,,,
1976,Konut ve Hizmetler,44,137.25,1322.4,190.49,1650.14,150.42,,,,,,,,,,,,,,,,,,2784.6,,6950.66,,,,,58.0,455.37,12049.19,,,,
1976,Tarım ve Hayvancılık,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
1976,ENERJİ DIŞI TÜKETİM,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Petro Kimya Feedstock,48,,,,,,,,,,,,,,,,,,,,,,,591.15,,,,,,,,,591.15,,,,
1977,Yerli Üretim (+),2,2687.05,3269.3,186.62,6142.97,,,,,,,,,,,,,,,,,,,2848.65,16.38,7090.18,737.1919999999999,,,,58.0,,16893.372,,,,
1977,İthalat (+),3,411.14,,,411.14,,,,,,,,,,,,,,,,,,,14996.1,,,,,,,,42.312,15449.552,,,,
1977,İhracat (-),4,0.61,,,0.61,,,,,,,,,,,,,,,,,,,57.75,,,,,,,,,58.36,,,,
1977,İhrakiye (-),5,,,,,,,,,,,,,,,,,,,,,,,72.45,,,,,,,,,72.45,,,,
1977,Stok Değişimi (+/-),6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
