year,category,source_row,Taş Kömürü,Linyit,Asfaltit,Kömür Toplamı,Kömürden Türetilmiş Yakıtlar,Ham Petrol,Petrol Koku,Fuel Oil,Motorin,Benzin,LPG,Rafineri Gazı,Havacılık Yakıtı,Gaz Yağı,Nafta,Ara Ürünler,Madeni ve Baz Yağlar,Beyaz İspirto,Bitümen,Diğer,Deniz Motorini,Denizcilik Yakıtı,Petrol Ürünleri Toplamı,Doğal Gaz,Biyoenerji ve Atıklar,Hidrolik,Rüzgar,Güneş,Jeotermal Elektrik,Jeotermal ve Diğer Isı,Elektrik,Toplam,Kömürden Türetilmiş Gazlar,Petrol,Doğalgaz,Hava Gazı
2003,ENERJİ ÜRÜNLERİ ARZI,8,11201,10269.376820000001,144.48,21614.85682,381.0842,,1320.5138100000001,,,,,,,,,,,,,,,,31719.24780999999,17633.247646574997,5748.27,3038.3369999999995,,350,76.196,784.0,49.054399999999994,82714.80768657498,,,,
2003,İstatistiksel Fark (+/-),9,29,3.2464496000011422,,32.24644960000114,,,,,,,,,,,,,,,,,,,213.0360449999862,44.31834112499655,,,,,,,,289.6008357249839,,,,
2003,ÇEVRİM VE ENERJİ SEKTÖRÜ,11,-4858.300200000001,-7164.1864704,,-12022.486670400001,2697.4824,,,,,,,,,,,,,,,,,,-5992.401140000004,-10546.005825,,-3038.3799999999997,-5.2459999999999996,,-76.0,1380.0,9475.273599999999,-18127.763635400006,,,,
2003,Elektrik ve Isı Üretimi,12,-1848.4352,-7133.1456,,-8981.5808,-463,,,,,,,,,,,,,,,,,,-2749.6041649999997,-10343.055825,,-3038.3799999999997,-5.2459999999999996,,-76.0,1380.0,12089.922999999999,-12186.943790000001,,,,
2003,İkincil Kömür Üreten/Tüketen Tesisler,13,-2983.68,,,-2983.68,3388.4824,,,,,,,,,,,,,,,,,,,,,,,,,,,404.80240000000003,,,,
2003,Petrol Rafinerileri,14,,,,,,,,,,,,,,,,,,,,,,,-1718.0844249999998,,,,,,,,-87.54799999999999,-1805.6324249999998,,,,
2003,İç Tüketim ve Kayıp,15,-26.185,-22.5096704,,-48.6946704,-252,,,,,,,,,,,,,,,,,,-1511.2994300000034,-202.95,,,,,,,-2527.1014,-4542.045500400003,,,,
2003,TOPLAM NİHAİ ENERJİ TÜKETİMİ,17,6343,3105.1903496000014,144.48,9592.670349600001,3078.5666,,1320.5138100000001,,,,,,,,,,,,,,,,25726.846669999984,7087.241821574997,5748.27,,,350,,2164.0,9524.328,64592.43725117499,,,,
2003,İstatistiksel Fark (+/-),18,29,3.2464496000011422,,32.24644960000114,,,,,,,,,,,,,,,,,,,213.0360449999862,44.31834112499655,0,,,0,,0.2398097258051166,0.0,289.840645450789,,,,
2003,SEKTÖRLER TOPLAMI,19,6314,3101.9439,144.48,9560.4239,3078.5665999999997,,1320.55,,,,,,,,,,,,,,,,25513.810625,7042.92348045,5748.27,,,350,,2163.760190274195,9524.327999999998,64302.6327957242,,,,
2003,SANAYİ TÜKETİMİ,21,5680,1862.3673000000001,144.48,7686.847299999999,2943.4583999999995,,1320.55,,,,,,,,,,,,,,,,4217.075290000001,3844.39848045,,,,119,,1379.7601902741949,4650.965999999999,26162.055660724196,,,,
2003,Gıda,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Şeker,23,38.013000000000005,280.9527,,318.96569999999997,46.2,,,,,,,,,,,,,,,,,,253.73376,75.075,,,,,,65.71217915409349,,759.6866391540935,,,,
2003,Tekstil,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Kağıt,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Kimya-Petrokimya,26,,9.5907,,9.5907,,,,,,,,,,,,,,,,,,,758.4,295.34999999999997,,,,,,152.28536756345474,493.392922,1709.0189895634546,,,,
2003,Gübre,27,,5.682,,5.682,,,,,,,,,,,,,,,,,,,91.306335,380.325,,,,,,,42.869111956,520.182446956,,,,
2003,Cam ve Cam Ürünleri,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Seramik,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Çimento,30,867.99,474.6171,,,,,964.81,,,,,,,,,,,,,,,,52.830284,47.4947715,,,,,,191.92128514846354,295.733485216,2895.3969258644634,,,,
2003,Demir-Çelik,31,,,,,2784.5584,,,,,,,,,,,,,,,,,,439.982235,,,,,,,276.14761001660713,824.0519999999999,4324.740245016606,,,,
2003,Demir Dışı Metaller,32,51.85899925317401,16.5,,68.358999253174,9.1,,,,,,,,,,,,,,,,,,265.44,317.625,,,,,,28.68388772599319,264.96599999999995,954.173886979167,,,,
2003,Motorlu Kara Taşıtları Sanayi,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Diğer Sanayi,34,4721.668000746826,1075.0248,144.48,5941.1728007468255,103.6,,355.74,,,,,,,,,,,,,,,,2355.382676,2728.5287089500002,,,,119,,665.009860665583,2729.952480828,14998.386527190409,,,,
2003,ULAŞTIRMA,36,,,,,,,,,,,,,,,,,,,,,,,12314.514474999998,3.3,,,,,,,76.53999999999999,12394.354474999998,,,,
2003,Demiryolları,37,,,,,,,,,,,,,,,,,,,,,,,183.195,,,,,,,,76.53999999999999,259.735,,,,
2003,Denizyolları,38,,,,,,,,,,,,,,,,,,,,,,,280.218,,,,,,,,,280.218,,,,
2003,Havayolları,39,,,,,,,,,,,,,,,,,,,,,,,905.7643949999999,,,,,,,,,905.7643949999999,,,,
2003,Boru Hatları,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,Karayolları,41,,,,,,,,,,,,,,,,,,,,,,,10945.337079999998,3.3,,,,,,,,10948.637079999997,,,,
2003,DİĞER SEKTÖRLER,43,634,1239.5765999999999,,1873.5765999999999,135.1082,,,,,,,,,,,,,,,,,,5500.485860000001,3195.225,5748.27,,,231,,784.0,4796.821999999997,22264.487659999995,,,,
2003,Konut ve Hizmetler,44,634,1239.5765999999999,,1873.5765999999999,135.1082,,,,,,,,,,,,,,,,,,2728.9514750000003,3195.225,5748.27,,,231,,784.0,4482.3089919999975,19178.440266999998,,,,
2003,Tarım ve Hayvancılık,45,,,,,,,,,,,,,,,,,,,,,,,2771.534385,,,,,,,,314.513008,3086.047393,,,,
2003,ENERJİ DIŞI TÜKETİM,47,,,,,,,,,,,,,,,,,,,,,,,3481.735,,,,,,,,,3481.735,,,,
2003,Petro Kimya Feedstock,48,,,,,,,,,,,,,,,,,,,,,,,1384.0582,,,,,,,,,1384.0582,,,,
2004,Yerli Üretim (+),2,1183.5246,9410.0,381.71229,10975.23689,,,,,,,,,,,,,,,,,,,2389.3065,583.966329375,5531.84,3963.1981999999994,4.9622,375,79.98,811.0,,24714.490119375,,,,
2004,İthalat (+),3,11432.1522,,,11432.1522,289.8532,,1474.15925657,,,,,,,,,,,,,,,,35334.469295,17982.524999999998,,,,,,,39.861,66553.01995157001,,,,
2004,İhracat (-),4,,,,,,,,,,,,,,,,,,,,,,,3923.255795,,,,,,,,98.40979999999999,4021.665595,,,,
2004,İhrakiye (-),5,,,,,,,,,,,,,,,,,,,,,,,630.618975,,,,,,,,,630.618975,,,,
2004,Stok Değişimi (+/-),6,-101.65189999999998,-182.99115099999997,-64.5,-349.14305099999996,15.295000000000005,,-37.27724,,,,,,,,,,,,,,,,-391.41728,-48.675,,,,,,,,-811.2175709999999,,,,
2004,ENERJİ ÜRÜNLERİ ARZI,8,12514,9227.008849,317.21229,22058.221138999997,305.14820000000003,,1436.8820165700001,,,,,,,,,,,,,,,,32778.483745000005,18517.816329375,5531.84,3963.1981999999994,4.9622,375,79.98,811.0,-58.54879999999999,85803.98302994498,,,,
2004,İstatistiksel Fark (+/-),9,10,1.021047560001989,,11.021047560001989,,,,,,,,,,,,,,,,,,,97.83237000000008,91.75240000000122,,,,,,,,200.6058175600033,,,,
2004,ÇEVRİM VE ENERJİ SEKTÖRÜ,11,-5839.551100000001,-6822.857562439998,,-12662.408662439999,2798.1949,,,,,,,,,,,,,,,,,,-5546.958790000002,-10907.944032025,,-3963.1981999999994,-4.9622,,-79.98,1702.0,10404.770199999999,-18260.486784465003,,,,
2004,Elektrik ve Isı Üretimi,12,-2437.8314,-6037.0348,,-8474.8662,-527,,,,,,,,,,,,,,,,,,-2334.858975,-10901.556175,,-3963.1981999999994,-4.9622,,-79.98,1702.0,12960.053799999998,-11624.36795,,,,
2004,İkincil Kömür Üreten/Tüketen Tesisler,13,-3170.2488000000003,-22.0,,-3192.2488000000003,3534.1949,,,,,,,,,,,,,,,,,,,,,,,,,,,341.94609999999966,,,,
2004,Petrol Rafinerileri,14,,,,,,,,,,,,,,,,,,,,,,,-1870.4250549999997,,,,,,,,-71.982,-1942.4070549999997,,,,
2004,İç Tüketim ve Kayıp,15,-23.08,-11.375902439999999,,-34.455902439999996,-312,,,,,,,,,,,,,,,,,,-1298.3912400000022,-6.387857025,,,,,,,-2483.3016,-4134.536599465002,,,,
2004,TOPLAM NİHAİ ENERJİ TÜKETİMİ,17,6674,2404.1512865600016,317.21229,9395.363576560001,3103.3431,,1436.8820165700001,,,,,,,,,,,,,,,,27231.524955,7609.872297350001,5531.84,,,375,,2513.0,10346.221399999999,67543.04734548,,,,
2004,İstatistiksel Fark (+/-),18,10,1.021047560001989,,11.021047560001989,,,0.0,,,,,,,,,,,,,,,,97.83237000000008,91.75240000000122,,,,,,,,200.6058175600033,,,,
2004,SEKTÖRLER TOPLAMI,19,6664,2403.1302389999996,317.21229,9384.342529,3103.3389,,1436.8820165700001,,,,,,,,,,,,,,,,27133.692585,7518.1198973499995,5531.84,,,375,,2512.6152999999995,10346.2214,67342.05262792,,,,
2004,SANAYİ TÜKETİMİ,21,6049,960.5693418,59.21229,7068.7816318000005,2995.4582,,1436.8820165700001,,,,,,,,,,,,,,,,4015.5047299999997,3898.38827235,,,,121,,1701.6152999999993,4991.612,26229.242150719998,,,,
2004,Gıda,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Şeker,23,45,261.4629,,306.4629,32.3834,,,,,,,,,,,,,,,,,,228.61631999999997,103.94999999999999,,,,,,70.77313600774656,,742.1857560077466,,,,
2004,Tekstil,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Kağıt,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Kimya-Petrokimya,26,,9.9,,9.9,,,,,,,,,,,,,,,,,,,758.4,295.34999999999997,,,,,,188.231433794439,320.78,1572.6614337944388,,,,
2004,Gübre,27,,,,,,,,,,,,,,,,,,,,,,,835.4793899999999,428.17499999999995,,,,,,,43.552847129999996,1307.2072371299996,,,,
2004,Cam ve Cam Ürünleri,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Seramik,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Çimento,30,1290,524.0241,,1814.0241,15.4,,1395.20381,,,,,,,,,,,,,,,,49.612193,58.70457532499999,,,,,,235.5442952275556,333.51595383899996,3902.0049273915556,,,,
2004,Demir-Çelik,31,60,,,60,2856.6244,,,,,,,,,,,,,,,,,,343.85371999999995,4.50835605,,,,,,342.2532364365748,940.8399999999999,4548.079712486575,,,,
2004,Demir Dışı Metaller,32,61,,,61,14,,,,,,,,,,,,,,,,,,265.44,419.09999999999997,,,,,,101.2950316917969,231.94199999999998,1092.7770316917968,,,,
2004,Motorlu Kara Taşıtları Sanayi,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Diğer Sanayi,34,4593,165.1823418,59.21229,4817.394631800001,77.05039999999988,,41.67820657000005,,,,,,,,,,,,,,,,1534.103107,2588.6003409750006,,,,121,,763.5181668418865,3120.981199031,13064.326052217886,,,,
2004,ULAŞTIRMA,36,,,,,,,,,,,,,,,,,,,,,,,13707.844434999999,4,,,,,,,62.86599999999999,13774.710434999999,,,,
2004,Demiryolları,37,,,,,,,,,,,,,,,,,,,,,,,183.195,,,,,,,,62.86599999999999,246.06099999999998,,,,
2004,Denizyolları,38,,,,,,,,,,,,,,,,,,,,,,,388.518,,,,,,,,,388.518,,,,
2004,Havayolları,39,,,,,,,,,,,,,,,,,,,,,,,1626.100575,,,,,,,,,1626.100575,,,,
2004,Boru Hatları,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,Karayolları,41,,,,,,,,,,,,,,,,,,,,,,,11510.030859999999,4,,,,,,,,11514.030859999999,,,,
2004,DİĞER SEKTÖRLER,43,615,1442.5608971999998,258,2315.5608972,107.8807,,,,,,,,,,,,,,,,,,5851.826375000001,3615.731625,5531.84,,,254,,811.0,5291.7434,23779.5829972,,,,
2004,Konut ve Hizmetler,44,615,1442.5608971999998,258,2315.5608972,107.8807,,,,,,,,,,,,,,,,,,2873.29199,3615.731625,5531.84,,,254,,811.0,4956.7734,20466.0786122,,,,
2004,Tarım ve Hayvancılık,45,,,,,,,,,,,,,,,,,,,,,,,2978.534385,,,,,,,,334.96999999999997,3313.5043849999997,,,,
2004,ENERJİ DIŞI TÜKETİM,47,,,,,,,,,,,,,,,,,,,,,,,3558.517045,,,,,,,,,3558.517045,,,,
2004,Petro Kimya Feedstock,48,,,,,,,,,,,,,,,,,,,,,,,1384.383925,,,,,,,,,1384.383925,,,,
2005,Yerli Üretim (+),2,1183.5246,9410.0,381.71229,10975.23689,,,,,,,,,,,,,,,,,,,2395.18755,740.025,5324.91,3402.2029999999995,5.074,385,81.184,926.0,,24234.820440000003,,,,
2005,İthalat (+),3,11432.1522,,,11432.1522,289.8532,,1662.31693166,,,,,,,,,,,,,,,,35519.31712000001,21854.877282975,,,,,,,54.6874,70813.204134635,,,,
2005,İhracat (-),4,,,,,,,,,,,,,,,,,,,,,,,5016.328374999999,,,,,,,,154.6366,5170.964974999999,,,,
2005,İhrakiye (-),5,,,,,,,,,,,,,,,,,,,,,,,627.6235549999999,,,,,,,,,627.6235549999999,,,,
2005,Stok Değişimi (+/-),6,-101.65189999999998,-182.99115099999997,-64.5,-349.14305099999996,15.295000000000005,,7.2125900000000005,,,,,,,,,,,,,,,,-72.004,-178.4270235,,,,,,,,-577.0664845,,,,
2005,ENERJİ ÜRÜNLERİ ARZI,8,12514,9227.008849,317.21229,22058.221138999997,305.14820000000003,,1669.52952166,,,,,,,,,,,,,,,,32198.548740000013,22416.475259475003,5324.91,3402.2029999999995,5.074,385,81.184,926.0,-99.94919999999999,88672.34466013499,,,,
2005,İstatistiksel Fark (+/-),9,10,1.021047560001989,,11.021047560001989,,,,,,,,,,,,,,,,,,,283.25289000001794,39.278901663688885,,,,,,,,333.5528392237088,,,,
2005,ÇEVRİM VE ENERJİ SEKTÖRÜ,11,-5839.551100000001,-6822.857562439998,,-12662.408662439999,2798.1949,,,,,,,,,,,,,,,,,,-4595.900580000001,-12964.852614349998,,-3402.2029999999995,-5.074,,-81.0,1337.0,11229.725199999997,-18346.518756790003,,,,
2005,Elektrik ve Isı Üretimi,12,-2646.2223,-6789.494459999999,,-484,-160,,,,,,,,,,,,,,,,,,-1784.00115,-12959.778799999998,,-3402.2029999999995,-5.0,,-81.0,1337.0,13928.233199999997,-12562.466510000004,,,,
2005,İkincil Kömür Üreten/Tüketen Tesisler,13,-3170.2488000000003,-22.0,,-3192.2488000000003,3534.1949,,,,,,,,,,,,,,,,,,-14,,,,,,,,,327.94609999999966,,,,
2005,Petrol Rafinerileri,14,,,,,,,,,,,,,,,,,,,,,,,-1558.029925,,,,,,,,-72.842,-1630.8719250000001,,,,
2005,İç Tüketim ve Kayıp,15,-23.08,-11.375902439999999,,-34.455902439999996,-312,,,,,,,,,,,,,,,,,,-1240.0282250000014,-5.073814349999999,,,,,,,-2625.6659999999997,-4217.223941790001,,,,
2005,TOPLAM NİHAİ ENERJİ TÜKETİMİ,17,6674,2404.1512865600016,317.21229,9395.363576560001,3103.3431,,1669.52952166,,,,,,,,,,,,,,,,27602.64816000001,9451.622645125004,5324.91,,,385,,2263.0,11129.775999999998,70325.19300334502,,,,
2005,İstatistiksel Fark (+/-),18,10,1.021047560001989,,11.021047560001989,,,,,,,,,,,,,,,,,,,283.25289000001794,39.278901663688885,,,,,,,,333.5528392237088,,,,
2005,SEKTÖRLER TOPLAMI,19,6664,2403.1302389999996,317.21229,9384.342529,3103.3389,,1669.5295216600002,,,,,,,,,,,,,,,,27319.395269999994,9412.343743461315,5324.91,,,385,,2262.8333400878955,11129.775999999996,69991.4693042092,,,,
2005,SANAYİ TÜKETİMİ,21,6049,960.5693418,59.21229,7068.7816318000005,2995.4582,,1669.5295216600002,,,,,,,,,,,,,,,,3495.188435,4673.183999530066,,,,121,,1336.8333400878953,5050.005999999999,26409.98112807796,,,,
2005,Gıda,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Şeker,23,45,261.4629,,306.4629,32.3834,,,,,,,,,,,,,,,,,,90.90816000000001,104.623118325,,,,,,69.76299230726133,,604.1405706322613,,,,
2005,Tekstil,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Kağıt,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Kimya-Petrokimya,26,,9.9,,9.9,,,,,,,,,,,,,,,,,,,758.4,636.660061125,,,,,,174.5818882489215,422.518,2002.0599493739214,,,,
2005,Gübre,27,,,,,,,,,,,,,,,,,,,,,,,74.904015,481.75296345,,,,,,,43.697478059999995,600.35445651,,,,
2005,Cam ve Cam Ürünleri,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Seramik,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Çimento,30,1290,524.0241,,1814.0241,15.4,,1620.30638,,,,,,,,,,,,,,,,130.597905,67.340790825,,,,,,169.436867566261,371.81030744799995,4188.916350839261,,,,
2005,Demir-Çelik,31,60,,,60,2856.6244,,,,,,,,,,,,,,,,,,253.02048,5.016669074999999,,,,,,397.0386299687011,1002.8459999999999,4574.546179043701,,,,
2005,Demir Dışı Metaller,32,61,,,61,14,,,,,,,,,,,,,,,,,,268.608,450.9337503,,,,,,70.98384467263843,213.70999999999998,1079.2355949726384,,,,
2005,Motorlu Kara Taşıtları Sanayi,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Diğer Sanayi,34,4593,165.1823418,59.21229,4817.394631800001,77.05039999999988,,49.22314166000016,,,,,,,,,,,,,,,,1918.7498749999997,2926.856646430066,,,,121,,455.029117324112,2995.424214492,13360.728026706176,,,,
2005,ULAŞTIRMA,36,,,,,,,,,,,,,,,,,,,,,,,13780.432614999998,4.125,,,,,,,64.414,13848.971614999999,,,,
2005,Demiryolları,37,,,,,,,,,,,,,,,,,,,,,,,220.45499999999998,,,,,,,,64.414,284.86899999999997,,,,
2005,Denizyolları,38,,,,,,,,,,,,,,,,,,,,,,,411.405,,,,,,,,,411.405,,,,
2005,Havayolları,39,,,,,,,,,,,,,,,,,,,,,,,1368.02445,,,,,,,,,1368.02445,,,,
2005,Boru Hatları,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,Karayolları,41,,,,,,,,,,,,,,,,,,,,,,,11780.548164999998,4.125,,,,,,,,11784.673164999998,,,,
2005,DİĞER SEKTÖRLER,43,615,1442.5608971999998,258,2315.5608972,107.8807,,,,,,,,,,,,,,,,,,5954.860849999999,4735.03474393125,5324.91,,,264,,926.0,6015.355999999997,25643.603191131246,,,,
2005,Konut ve Hizmetler,44,615,1442.5608971999998,258,2315.5608972,107.8807,,,,,,,,,,,,,,,,,,2949.416465,4735.03474393125,5324.91,,,264,,926.0,5661.637999999997,22284.44080613125,,,,
2005,Tarım ve Hayvancılık,45,,,,,,,,,,,,,,,,,,,,,,,3005.444385,,,,,,,,353.71799999999996,3359.1623849999996,,,,
2005,ENERJİ DIŞI TÜKETİM,47,,,,,,,,,,,,,,,,,,,,,,,4088.9133699999998,,,,,,,,,4088.9133699999998,,,,
2005,Petro Kimya Feedstock,48,,,,,,,,,,,,,,,,,,,,,,,793,,,,,,,,,793.0,,,,
2006,Yerli Üretim (+),2,1348.126,11403.0,194.52598,12945.65198,,,,,,,,,,,,,,,,,,,2284.4514000000004,747.9350554499999,5171.32,3813.0851999999995,10.879,402.5,,898.0,,26273.82263545,,,,
2006,İthalat (+),3,13256.376,5.3910465,,13261.767046500001,321,,1454.77466211,,,,,,,,,,,,,,,,37355.61504,24933.067851119995,,,,,,,49.2952,77375.51979972998,,,,
2006,İhracat (-),4,,,,,,,,,,,,,,,,,,,,,,,6379.389339999999,,,,,,,,192.27019999999996,6571.659539999999,,,,
2006,İhrakiye (-),5,,,,,,,,,,,,,,,,,,,,,,,588.25038,,,,,,,,,588.25038,,,,
2006,Stok Değişimi (+/-),6,116.08472000000003,-243.93792699999997,64.5,-63.35320699999994,-13,,70.95011,,,,,,,,,,,,,,,,-368.1521349999998,48.675,,,,,,,,-324.88023199999975,,,,
2006,ENERJİ ÜRÜNLERİ ARZI,8,14721,11164.4531195,259.02598,26144.4790995,307.60269999999997,,1525.72477211,,,,,,,,,,,,,,,,32304.274584999992,25729.677906569996,5171.530030572276,3813.0851999999995,10.879,402.5,,898.0,-142.97499999999997,96164.77829375226,,,,
2006,İstatistiksel Fark (+/-),9,-76,3.4105731639988335,,-72.58942683600117,1,,,,,,,,,,,,,,,,,,-758.4283570000007,-92.34835000000203,,,,,,,,-922.3661338360039,,,,
2006,ÇEVRİM VE ENERJİ SEKTÖRÜ,11,-6533.723929999999,-8388.627258280001,,-14922.351188280001,2873,,,,,,,,,,,,,,,,,,-4903.525047999996,-14136.814767849999,-43,-3813.0851999999995,-10.879,,,1241.0,12373.507999999996,-21342.14720413,,,,
2006,Elektrik ve Isı Üretimi,12,-2941.8528,-8344.72996,,-11286.582760000001,-573,,,,,,,,,,,,,,,,,,-1548.193118,-14012.56015,-43,-3813.0851999999995,-11.0,,,1241.0,,-30046.421228,,,,
2006,İkincil Kömür Üreten/Tüketen Tesisler,13,-3568.59113,-31.0,,-3599.59113,3683.3878755,,,,,,,,,,,,,,,,,,,,,,,,,,,83.79674550000027,,,,
2006,Petrol Rafinerileri,14,,,,,,,,,,,,,,,,,,,,,,,-1636.6252749999999,-66.50461785,,,,,,,-73.53,-1776.6598928499998,,,,
2006,İç Tüketim ve Kayıp,15,-23.28,-13.03369828,,-36.31369828,-311,,,,,,,,,,,,,,,,,,-1694.8736949999966,-57.75,,,,,,,-2714.7448,-4814.682193279996,,,,
2006,TOPLAM NİHAİ ENERJİ TÜKETİMİ,17,8187,2775.825861219999,259.02598,11221.85184122,3181,,1525.72477211,,,,,,,,,,,,,,,,27400.749536999996,11592.863138719997,5128.32,,,402.5,,2139.0,12230.532999999996,74822.54228904998,,,,
2006,İstatistiksel Fark (+/-),18,-76,3.4105731639988335,,-72.58942683600117,1,,,,,,,,,,,,,,,,,,-758.4283570000007,-92.34835000000203,0,,,0,,,,-922.3661338360039,,,,
2006,SEKTÖRLER TOPLAMI,19,8263,2772.415288056,259.02598,11294.441268056,3180,,1525.7247721100002,,,,,,,,,,,,,,,,28159.177893999997,11685.211488719999,5128.32,,,402.5,,2139.2056477691794,12230.532999999996,75745.11407065517,,,,
2006,SANAYİ TÜKETİMİ,21,7693,1468.8089028,51.6,9213.4089028,3080,,1525.7247721100002,,,,,,,,,,,,,,,,2980.4898040000003,5701.12536510165,,,,121.5,,1241.2056477691794,5776.7919999999995,29640.246491780832,,,,
2006,Gıda,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Şeker,23,47.480000000000004,216.58079999999998,,264.0608,33,,,,,,,,,,,,,,,,,,92.46047999999999,144.94113738059997,,,,,,73.71310351056606,,608.1755208911659,,,,
2006,Tekstil,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Kağıt,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Kimya-Petrokimya,26,,11.7,,11.7,,,,,,,,,,,,,,,,,,,633.6,793.286546481,,,,,,127.34010710756195,353.28799999999995,1919.2146535885618,,,,
2006,Gübre,27,,,,,,,,,,,,,,,,,,,,,,,74.173455,127.115466701025,,,,,,,43.949082067999996,245.238003769025,,,,
2006,Cam ve Cam Ürünleri,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Seramik,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Çimento,30,1463.1732200000001,562.7897999999999,,2025.9630200000001,14,,1498.19362,,,,,,,,,,,,,,,,124.46363499999998,64.75960540335,,,,,,126.37904969542942,395.137976266,4248.89690636478,,,,
2006,Demir-Çelik,31,59,,,59,2778,,,,,,,,,,,,,,,,,,164.66995,4.120765275,,,,,,450.06318610167,1152.2279999999998,4608.0819013766695,,,,
2006,Demir Dışı Metaller,32,62.08795015567325,,,62.08795015567325,14,,,,,,,,,,,,,,,,,,268.608,569.0005338137998,,,,,,56.510175833393546,239.51,1209.7166598028666,,,,
2006,Motorlu Kara Taşıtları Sanayi,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Diğer Sanayi,34,6061.499218205911,677.7383028,51.6,6790.837521005912,241,,27.531152110000146,,,,,,,,,,,,,,,,1622.5142839999994,3997.9013100468746,,,,121.5,,407.2000255205585,3592.678941665999,16801.163234349344,,,,
2006,ULAŞTIRMA,36,,,,,,,,,,,,,,,,,,,,,,,14793.773874999999,116.77339079999997,,,,,,,67.94,14978.487265799999,,,,
2006,Demiryolları,37,,,,,,,,,,,,,,,,,,,,,,,221.48999999999998,,,,,,,,67.94,289.42999999999995,,,,
2006,Denizyolları,38,,,,,,,,,,,,,,,,,,,,,,,464.211,,,,,,,,,464.211,,,,
2006,Havayolları,39,,,,,,,,,,,,,,,,,,,,,,,1509.35847,,,,,,,,,1509.35847,,,,
2006,Boru Hatları,40,,,,,,,,,,,,,,,,,,,,,,,0,113.20484999999998,,,,,,,,113.20484999999998,,,,
2006,Karayolları,41,,,,,,,,,,,,,,,,,,,,,,,12598.714404999999,3.5685407999999996,,,,,,,,12602.2829458,,,,
2006,DİĞER SEKTÖRLER,43,570,1303.606385256,207.42598,2081.032365256,99,,,,,,,,,,,,,,,,,,5225.875255,5867.312732818349,5126.32,,,281,,898.0,6385.800999999998,25964.34135307435,,,,
2006,Konut ve Hizmetler,44,570,1303.606385256,207.42598,2081.032365256,99,,,,,,,,,,,,,,,,,,1997.9058699999998,5867.312732818349,5126.32,,,281,,898.0,6003.874999999997,22354.445968074346,,,,
2006,Tarım ve Hayvancılık,45,,,,,,,,,,,,,,,,,,,,,,,3227.969385,,,,,,,,381.926,3609.895385,,,,
2006,ENERJİ DIŞI TÜKETİM,47,,,,,,,,,,,,,,,,,,,,,,,5159.038960000001,,,,,,,,,5159.038960000001,,,,
2006,Petro Kimya Feedstock,48,,,,,,,,,,,,,,,,,,,,,,,996,,,,,,,,,996.0,,,,
2007,Yerli Üretim (+),2,1305,13427.0,336.10930650000006,15068.1093065,,,,,,,,,,,,,,,,,,,2240.8837500000004,736.77054,5007.5,3096.5762,30.5386,420,,914.0,,27514.3783965,,,,
2007,İthalat (+),3,14333.638957616153,,,14333.638957616153,309.16590249999996,,1496.88,,,,,,,,,,,,,,,,38232.539619999996,29562.26100135,,,,,,,74.332381462,84008.81786292815,,,,
2007,İhracat (-),4,,,,,,,,,,,,,,,,,,,,,,,6688.639955,25.4695419,,,,,,,208.31061039999997,6922.4201072999995,,,,
2007,İhrakiye (-),5,,,,,,,,,,,,,,,,,,,,,,,91.709815,,,,,,,,,91.709815,,,,
